Hospital,Multi-Acute System,Cohort,Zip Code,IdOrgHosp,Full City and State,City/Town,State,County,Hospital Specific Rank of ZIP Code Discharges,Hospital Specific Discharges From a ZIP Code                     (A),Total Hospital Discharges                  (B),Total Discharges for ZIP Code                  (C),ZIP Code Level Discharges as a % of Total Hospital Discharges                        (=A/B),Hospital Specific Discharges From a ZIP Code as a % of Total ZIP Code Discharges                   (=A/C)
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02370,91,"Rockland, MA",Rockland,MA,Plymouth County,139.5,84,53155,2567,0.001580284,0.032723023
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02188,91,"Weymouth, MA",Weymouth,MA,Norfolk County,142,82,53155,2430,0.001542658,0.033744856
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02466,91,"Auburndale, MA",Auburndale,MA,Middlesex County,142,82,53155,673,0.001542658,0.121842496
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02649,91,"Mashpee, MA",Mashpee,MA,Barnstable County,142,82,53155,1975,0.001542658,0.041518987
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02346,91,"Middleboro, MA",Middleboro,MA,Plymouth County,144.5,81,53155,3238,0.001523845,0.025015442
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02052,91,"Medfield, MA",Medfield,MA,Norfolk County,146,80,53155,927,0.001505032,0.086299892
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02035,91,"Foxboro, MA",Foxboro,MA,Norfolk County,148,78,53155,1858,0.001467407,0.041980624
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02324,91,"Bridgewater, MA",Bridgewater,MA,Plymouth County,148,78,53155,2636,0.001467407,0.029590288
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02045,91,"Hull, MA",Hull,MA,Plymouth County,150.5,77,53155,1362,0.001448594,0.056534508
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02134,91,"Allston, MA",Allston,MA,Suffolk County,150.5,77,53155,1114,0.001448594,0.069120287
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02189,91,"East Weymouth, MA",East Weymouth,MA,Norfolk County,152.5,75,53155,2095,0.001410968,0.035799523
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,01938,91,"Ipswich, MA",Ipswich,MA,Essex County,154,74,53155,1612,0.001392155,0.045905707
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,01851,91,"Lowell, MA",Lowell,MA,Middlesex County,157,73,53155,3443,0.001373342,0.02120244
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02351,91,"Abington, MA",Abington,MA,Plymouth County,157,73,53155,2094,0.001373342,0.034861509
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02536,91,"East Falmouth, MA",East Falmouth,MA,Barnstable County,157,73,53155,2623,0.001373342,0.027830728
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02557,91,"Oak Bluffs, MA",Oak Bluffs,MA,Dukes County,157,73,53155,387,0.001373342,0.188630491
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02760,91,"North Attleboro, MA",North Attleboro,MA,Bristol County,157,73,53155,2181,0.001373342,0.033470885
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02339,91,"Hanover, MA",Hanover,MA,Plymouth County,161,72,53155,1416,0.001354529,0.050847458
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02745,91,"New Bedford, MA",New Bedford,MA,Bristol County,161,72,53155,3304,0.001354529,0.021791768
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,01757,91,"Milford, MA",Milford,MA,Worcester County,164,69,53155,3538,0.00129809,0.019502544
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,01908,91,"Nahant, MA",Nahant,MA,Essex County,164,69,53155,429,0.00129809,0.160839161
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,01749,91,"Hudson, MA",Hudson,MA,Middlesex County,167,68,53155,2116,0.001279278,0.032136106
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02067,91,"Sharon, MA",Sharon,MA,Norfolk County,167,68,53155,1417,0.001279278,0.047988709
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,01854,91,"Lowell, MA",Lowell,MA,Middlesex County,169.5,67,53155,3388,0.001260465,0.019775679
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02061,91,"Norwell, MA",Norwell,MA,Plymouth County,169.5,67,53155,1161,0.001260465,0.057708872
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,01833,91,"Georgetown, MA",Georgetown,MA,Essex County,171.5,65,53155,811,0.001222839,0.080147965
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,01773,91,"Lincoln, MA",Lincoln,MA,Middlesex County,173.5,64,53155,513,0.001204026,0.124756335
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,01440,91,"Gardner, MA",Gardner,MA,Worcester County,175,63,53155,2612,0.001185213,0.024119449
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,01545,91,"Shrewsbury, MA",Shrewsbury,MA,Worcester County,177,62,53155,3204,0.0011664,0.019350811
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02359,91,"Pembroke, MA",Pembroke,MA,Plymouth County,177,62,53155,1884,0.0011664,0.032908705
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02767,91,"Raynham, MA",Raynham,MA,Bristol County,177,62,53155,1989,0.0011664,0.031171443
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,01721,91,"Ashland, MA",Ashland,MA,Middlesex County,180,61,53155,1415,0.001147587,0.043109541
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,01921,91,"Boxford, MA",Boxford,MA,Essex County,180,61,53155,709,0.001147587,0.086036671
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02030,91,"Dover, MA",Dover,MA,Norfolk County,180,61,53155,411,0.001147587,0.148418491
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,01581,91,"Westborough, MA",Westborough,MA,Worcester County,183,59,53155,1721,0.001109961,0.034282394
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02343,91,"Holbrook, MA",Holbrook,MA,Norfolk County,183,59,53155,1635,0.001109961,0.036085627
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02601,91,"Hyannis, MA",Hyannis,MA,Barnstable County,183,59,53155,2345,0.001109961,0.025159915
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02025,91,"Cohasset, MA",Cohasset,MA,Norfolk County,186.5,58,53155,773,0.001091149,0.075032342
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02142,91,"Cambridge, MA",Cambridge,MA,Middlesex County,186.5,58,53155,208,0.001091149,0.278846154
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02720,91,"Fall River, MA",Fall River,MA,Bristol County,186.5,58,53155,5123,0.001091149,0.011321491
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02721,91,"Fall River, MA",Fall River,MA,Bristol County,186.5,58,53155,4839,0.001091149,0.011985948
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,01450,91,"Groton, MA",Groton,MA,Middlesex County,190.5,56,53155,810,0.001053523,0.069135802
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,01748,91,"Hopkinton, MA",Hopkinton,MA,Middlesex County,190.5,56,53155,1225,0.001053523,0.045714286
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,01952,91,"Salisbury, MA",Salisbury,MA,Essex County,190.5,56,53155,1133,0.001053523,0.049426302
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02747,91,"North Dartmouth, MA",North Dartmouth,MA,Bristol County,190.5,56,53155,2198,0.001053523,0.025477707
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,01460,91,"Littleton, MA",Littleton,MA,Middlesex County,193.5,55,53155,918,0.00103471,0.059912854
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02215,91,"Boston, MA",Boston,MA,Suffolk County,193.5,55,53155,795,0.00103471,0.06918239
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02460,91,"Newtonville, MA",Newtonville,MA,Middlesex County,196,54,53155,723,0.001015897,0.074688797
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02766,91,"Norton, MA",Norton,MA,Bristol County,196,54,53155,1890,0.001015897,0.028571429
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,01944,91,"Manchester, MA",Manchester,MA,Essex County,199,53,53155,549,0.000997084,0.096539162
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02210,91,"Boston, MA",Boston,MA,Suffolk County,199,53,53155,215,0.000997084,0.246511628
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02575,91,"West Tisbury, MA",West Tisbury,MA,Dukes County,201.5,52,53155,197,0.000978271,0.263959391
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,01754,91,"Maynard, MA",Maynard,MA,Middlesex County,204.5,51,53155,971,0.000959458,0.052523172
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,01772,91,"Southborough, MA",Southborough,MA,Worcester County,204.5,51,53155,668,0.000959458,0.076347305
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02494,91,"Needham Heights, MA",Needham Heights,MA,Norfolk County,204.5,51,53155,988,0.000959458,0.051619433
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02571,91,"Wareham, MA",Wareham,MA,Plymouth County,204.5,51,53155,1797,0.000959458,0.028380634
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02364,91,"Kingston, MA",Kingston,MA,Plymouth County,208,50,53155,1580,0.000940645,0.03164557
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02563,91,"Sandwich, MA",Sandwich,MA,Barnstable County,208,50,53155,1142,0.000940645,0.043782837
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,01462,91,"Lunenburg, MA",Lunenburg,MA,Worcester County,212.5,47,53155,1125,0.000884207,0.041777778
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,01463,91,"Pepperell, MA",Pepperell,MA,Middlesex County,212.5,47,53155,956,0.000884207,0.04916318
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,01604,91,"Worcester, MA",Worcester,MA,Worcester County,212.5,47,53155,4296,0.000884207,0.01094041
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,01985,91,"West Newbury, MA",West Newbury,MA,Essex County,212.5,47,53155,375,0.000884207,0.125333333
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,01966,91,"Rockport, MA",Rockport,MA,Essex County,218.5,46,53155,875,0.000865394,0.052571429
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02019,91,"Bellingham, MA",Bellingham,MA,Norfolk County,218.5,46,53155,1513,0.000865394,0.030403173
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02191,91,"North Weymouth, MA",North Weymouth,MA,Norfolk County,218.5,46,53155,1056,0.000865394,0.043560606
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02333,91,"East Bridgewater, MA",East Bridgewater,MA,Plymouth County,218.5,46,53155,1690,0.000865394,0.027218935
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02540,91,"Falmouth, MA",Falmouth,MA,Barnstable County,218.5,46,53155,1430,0.000865394,0.032167832
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02719,91,"Fairhaven, MA",Fairhaven,MA,Bristol County,218.5,46,53155,2086,0.000865394,0.022051774
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,01201,91,"Pittsfield, MA",Pittsfield,MA,Berkshire County,223.5,45,53155,7457,0.000846581,0.006034598
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02347,91,"Lakeville, MA",Lakeville,MA,Plymouth County,223.5,45,53155,1154,0.000846581,0.038994801
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,01834,91,"Groveland, MA",Groveland,MA,Essex County,227,44,53155,726,0.000827768,0.060606061
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,01901,91,"Lynn, MA",Lynn,MA,Essex County,227,44,53155,526,0.000827768,0.08365019
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,01983,91,"Topsfield, MA",Topsfield,MA,Essex County,227,44,53155,633,0.000827768,0.069510269
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02382,91,"Whitman, MA",Whitman,MA,Plymouth County,227,44,53155,1742,0.000827768,0.025258324
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,01002,91,"Amherst, MA",Amherst,MA,Hampshire County,230.5,43,53155,1647,0.000808955,0.026108075
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02356,91,"North Easton, MA",North Easton,MA,Bristol County,230.5,43,53155,1398,0.000808955,0.030758226
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,01060,91,"Northampton, MA",Northampton,MA,Hampshire County,232.5,42,53155,1619,0.000790142,0.025941939
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,01432,91,"Ayer, MA",Ayer,MA,Middlesex County,235.5,41,53155,1075,0.000771329,0.038139535
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,01862,91,"North Billerica, MA",North Billerica,MA,Middlesex County,235.5,41,53155,1199,0.000771329,0.034195163
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02532,91,"Buzzards Bay, MA",Buzzards Bay,MA,Barnstable County,235.5,41,53155,1603,0.000771329,0.025577043
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02744,91,"New Bedford, MA",New Bedford,MA,Bristol County,235.5,41,53155,1727,0.000771329,0.023740591
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02461,91,"Newton Highlands, MA",Newton Highlands,MA,Middlesex County,239.5,40,53155,529,0.000752516,0.075614367
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,01982,91,"South Hamilton, MA",South Hamilton,MA,Essex County,242.5,39,53155,677,0.000733703,0.05760709
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02762,91,"Plainville, MA",Plainville,MA,Norfolk County,242.5,39,53155,940,0.000733703,0.041489362
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,01605,91,"Worcester, MA",Worcester,MA,Worcester County,246.5,38,53155,3868,0.00071489,0.009824199
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,01879,91,"Tyngsboro, MA",Tyngsboro,MA,Middlesex County,246.5,38,53155,1049,0.00071489,0.036224976
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02053,91,"Medway, MA",Medway,MA,Norfolk County,246.5,38,53155,1156,0.00071489,0.032871972
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02748,91,"South Dartmouth, MA",South Dartmouth,MA,Bristol County,246.5,38,53155,1439,0.00071489,0.026407227
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02777,91,"Swansea, MA",Swansea,MA,Bristol County,246.5,38,53155,1735,0.00071489,0.021902017
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,01860,91,"Merrimac, MA",Merrimac,MA,Essex County,251,37,53155,651,0.000696078,0.056835637
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02468,91,"Waban, MA",Waban,MA,Middlesex County,251,37,53155,369,0.000696078,0.100271003
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,01775,91,"Stow, MA",Stow,MA,Middlesex County,253.5,36,53155,566,0.000677265,0.06360424
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,01850,91,"Lowell, MA",Lowell,MA,Middlesex County,256.5,35,53155,2161,0.000658452,0.016196205
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02379,91,"West Bridgewater, MA",West Bridgewater,MA,Plymouth County,256.5,35,53155,1161,0.000658452,0.030146425
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,01451,91,"Harvard, MA",Harvard,MA,Worcester County,260,34,53155,339,0.000639639,0.100294985
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02673,91,"West Yarmouth, MA",West Yarmouth,MA,Barnstable County,260,34,53155,1244,0.000639639,0.02733119
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,01746,91,"Holliston, MA",Holliston,MA,Middlesex County,263.5,33,53155,1103,0.000620826,0.029918404
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02341,91,"Hanson, MA",Hanson,MA,Plymouth County,263.5,33,53155,1304,0.000620826,0.025306748
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02664,91,"South Yarmouth, MA",South Yarmouth,MA,Barnstable County,263.5,33,53155,1508,0.000620826,0.021883289
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02726,91,"Somerset, MA",Somerset,MA,Bristol County,263.5,33,53155,1931,0.000620826,0.017089591
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02054,91,"Millis, MA",Millis,MA,Norfolk County,268,32,53155,810,0.000602013,0.039506173
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02375,91,"South Easton, MA",South Easton,MA,Bristol County,268,32,53155,1152,0.000602013,0.027777778
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02535,91,"Chilmark, MA",Chilmark,MA,Dukes County,268,32,53155,119,0.000602013,0.268907563
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02632,91,"Centerville, MA",Centerville,MA,Barnstable County,268,32,53155,1388,0.000602013,0.023054755
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,01464,91,"Shirley, MA",Shirley,MA,Middlesex County,272.5,31,53155,641,0.0005832,0.048361934
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,01719,91,"Boxborough, MA",Boxborough,MA,Middlesex County,272.5,31,53155,340,0.0005832,0.091176471
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02330,91,"Carver, MA",Carver,MA,Plymouth County,272.5,31,53155,1633,0.0005832,0.018983466
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02770,91,"Rochester, MA",Rochester,MA,Plymouth County,272.5,31,53155,535,0.0005832,0.057943925
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,01106,91,"Longmeadow, MA",Longmeadow,MA,Hampden County,276,30,53155,1440,0.000564387,0.020833333
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,01527,91,"Millbury, MA",Millbury,MA,Worcester County,276,30,53155,1442,0.000564387,0.020804438
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02120,91,"Roxbury Crossing, MA",Roxbury Crossing,MA,Suffolk County,276,30,53155,1295,0.000564387,0.023166023
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,01040,91,"Holyoke, MA",Holyoke,MA,Hampden County,281,29,53155,6418,0.000545574,0.004518542
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,01532,91,"Northborough, MA",Northborough,MA,Worcester County,281,29,53155,1180,0.000545574,0.024576271
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,01863,91,"North Chelmsford, MA",North Chelmsford,MA,Middlesex County,281,29,53155,1034,0.000545574,0.028046422
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02093,91,"Wrentham, MA",Wrentham,MA,Norfolk County,281,29,53155,1413,0.000545574,0.020523708
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02584,91,"Nantucket, MA",Nantucket,MA,Nantucket County,281,29,53155,103,0.000545574,0.281553398
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02723,91,"Fall River, MA",Fall River,MA,Bristol County,281,29,53155,2552,0.000545574,0.011363636
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02769,91,"Rehoboth, MA",Rehoboth,MA,Bristol County,281,29,53155,610,0.000545574,0.047540984
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,01085,91,"Westfield, MA",Westfield,MA,Hampden County,287,28,53155,4443,0.000526761,0.006302048
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,01510,91,"Clinton, MA",Clinton,MA,Worcester County,287,28,53155,1540,0.000526761,0.018181818
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,01969,91,"Rowley, MA",Rowley,MA,Essex County,287,28,53155,618,0.000526761,0.045307443
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02746,91,"New Bedford, MA",New Bedford,MA,Bristol County,287,28,53155,2268,0.000526761,0.012345679
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,01602,91,"Worcester, MA",Worcester,MA,Worcester County,291.5,27,53155,2254,0.000507948,0.011978705
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,01740,91,"Bolton, MA",Bolton,MA,Worcester County,291.5,27,53155,367,0.000507948,0.073569482
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,01840,91,"Lawrence, MA",Lawrence,MA,Essex County,291.5,27,53155,926,0.000507948,0.029157667
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02633,91,"Chatham, MA",Chatham,MA,Barnstable County,291.5,27,53155,501,0.000507948,0.053892216
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,01062,91,"Florence, MA",Florence,MA,Hampshire County,300,26,53155,1026,0.000489136,0.025341131
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,01603,91,"Worcester, MA",Worcester,MA,Worcester County,300,26,53155,2550,0.000489136,0.010196078
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,01606,91,"Worcester, MA",Worcester,MA,Worcester County,300,26,53155,2319,0.000489136,0.011211729
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,01741,91,"Carlisle, MA",Carlisle,MA,Middlesex County,300,26,53155,356,0.000489136,0.073033708
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,01984,91,"Wenham, MA",Wenham,MA,Essex County,300,26,53155,353,0.000489136,0.073654391
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02537,91,"East Sandwich, MA",East Sandwich,MA,Barnstable County,300,26,53155,524,0.000489136,0.049618321
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02645,91,"Harwich, MA",Harwich,MA,Barnstable County,300,26,53155,1151,0.000489136,0.022589053
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02738,91,"Marion, MA",Marion,MA,Plymouth County,300,26,53155,578,0.000489136,0.044982699
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02743,91,"Acushnet, MA",Acushnet,MA,Bristol County,300,26,53155,1153,0.000489136,0.02254987
Massachusetts General Hospital,Partners HealthCare System,Academic Medical Center,02790,91,"Westport, MA",Westport,MA,Bristol County,300,26,53155,1830,0.000489136,0.01420765
Milford Regional Medical Center,Not Applicable,Community Hospital,01757,97,"Milford, MA",Milford,MA,Worcester County,1,2292,9408,3538,0.243622449,0.647823629
Milford Regional Medical Center,Not Applicable,Community Hospital,02038,97,"Franklin, MA",Franklin,MA,Norfolk County,2,1045,9408,2727,0.11107568,0.383204987
Milford Regional Medical Center,Not Applicable,Community Hospital,02019,97,"Bellingham, MA",Bellingham,MA,Norfolk County,3,821,9408,1513,0.087266156,0.542630535
Milford Regional Medical Center,Not Applicable,Community Hospital,01569,97,"Uxbridge, MA",Uxbridge,MA,Worcester County,4,724,9408,1219,0.076955782,0.59392945
Milford Regional Medical Center,Not Applicable,Community Hospital,01588,97,"Whitinsville, MA",Whitinsville,MA,Worcester County,5,450,9408,1082,0.047831633,0.415896488
Milford Regional Medical Center,Not Applicable,Community Hospital,02053,97,"Medway, MA",Medway,MA,Norfolk County,6,408,9408,1156,0.043367347,0.352941176
Milford Regional Medical Center,Not Applicable,Community Hospital,01504,97,"Blackstone, MA",Blackstone,MA,Worcester County,7,382,9408,684,0.040603741,0.558479532
Milford Regional Medical Center,Not Applicable,Community Hospital,01747,97,"Hopedale, MA",Hopedale,MA,Worcester County,8,362,9408,623,0.038477891,0.58105939
Milford Regional Medical Center,Not Applicable,Community Hospital,01748,97,"Hopkinton, MA",Hopkinton,MA,Middlesex County,9,289,9408,1225,0.030718537,0.235918367
Milford Regional Medical Center,Not Applicable,Community Hospital,01534,97,"Northbridge, MA",Northbridge,MA,Worcester County,10,288,9408,623,0.030612245,0.462279294
Milford Regional Medical Center,Not Applicable,Community Hospital,01756,97,"Mendon, MA",Mendon,MA,Worcester County,11,234,9408,428,0.024872449,0.546728972
Milford Regional Medical Center,Not Applicable,Community Hospital,01568,97,"Upton, MA",Upton,MA,Worcester County,12,226,9408,546,0.024022109,0.413919414
Milford Regional Medical Center,Not Applicable,Community Hospital,01516,97,"Douglas, MA",Douglas,MA,Worcester County,13,200,9408,658,0.021258503,0.303951368
Milford Regional Medical Center,Not Applicable,Community Hospital,01529,97,"Millville, MA",Millville,MA,Worcester County,14,179,9408,281,0.019026361,0.637010676
Milford Regional Medical Center,Not Applicable,Community Hospital,01746,97,"Holliston, MA",Holliston,MA,Middlesex County,15,160,9408,1103,0.017006803,0.14505893
Milford Regional Medical Center,Not Applicable,Community Hospital,02093,97,"Wrentham, MA",Wrentham,MA,Norfolk County,17,97,9408,1413,0.010310374,0.068648266
Milford Regional Medical Center,Not Applicable,Community Hospital,02054,97,"Millis, MA",Millis,MA,Norfolk County,18,84,9408,810,0.008928571,0.103703704
Milford Regional Medical Center,Not Applicable,Community Hospital,01581,97,"Westborough, MA",Westborough,MA,Worcester County,19,76,9408,1721,0.008078231,0.044160372
Milford Regional Medical Center,Not Applicable,Community Hospital,01590,97,"Sutton, MA",Sutton,MA,Worcester County,20,63,9408,725,0.006696429,0.086896552
Milford Regional Medical Center,Not Applicable,Community Hospital,01560,97,"South Grafton, MA",South Grafton,MA,Worcester County,21,52,9408,421,0.005527211,0.123515439
Milford Regional Medical Center,Not Applicable,Community Hospital,02056,97,"Norfolk, MA",Norfolk,MA,Norfolk County,22,34,9408,934,0.003613946,0.03640257
Milford Regional Medical Center,Not Applicable,Community Hospital,01570,97,"Webster, MA",Webster,MA,Worcester County,23,33,9408,2441,0.003507653,0.01351905
Milford Regional Medical Center,Not Applicable,Community Hospital,01721,97,"Ashland, MA",Ashland,MA,Middlesex County,25,30,9408,1415,0.003188776,0.021201413
Milford Regional Medical Center,Not Applicable,Community Hospital,01752,97,"Marlborough, MA",Marlborough,MA,Middlesex County,25,30,9408,4358,0.003188776,0.006883892
Milford Regional Medical Center,Not Applicable,Community Hospital,02760,97,"North Attleboro, MA",North Attleboro,MA,Bristol County,25,30,9408,2181,0.003188776,0.013755158
Milford Regional Medical Center,Not Applicable,Community Hospital,01519,97,"Grafton, MA",Grafton,MA,Worcester County,27,27,9408,538,0.002869898,0.050185874
Beth Israel Deaconess Hospital - Milton,CareGroup,Community Hospital,02186,98,"Milton, MA",Milton,MA,Norfolk County,1,782,5391,2672,0.145056576,0.292664671
Beth Israel Deaconess Hospital - Milton,CareGroup,Community Hospital,02368,98,"Randolph, MA",Randolph,MA,Norfolk County,2,762,5391,4280,0.141346689,0.178037383
Beth Israel Deaconess Hospital - Milton,CareGroup,Community Hospital,02169,98,"Quincy, MA",Quincy,MA,Norfolk County,3,744,5391,7368,0.138007791,0.100977199
Beth Israel Deaconess Hospital - Milton,CareGroup,Community Hospital,02184,98,"Braintree, MA",Braintree,MA,Norfolk County,4,377,5391,4801,0.069931367,0.078525307
Beth Israel Deaconess Hospital - Milton,CareGroup,Community Hospital,02171,98,"Quincy, MA",Quincy,MA,Norfolk County,5,264,5391,1850,0.048970506,0.142702703
